"id","order_id","line_index","item_name","amount"
"cmnfmlahq00b3jxxwlmuf81zs","cmnfmlahq00azjxxwprqgnnqh","3","cracked rice","543.00"
"cmnfmlahq00b4jxxw4tb2zje6","cmnfmlahq00azjxxwprqgnnqh","4","mixed miso","131.00"
"cmnfmlahq00b5jxxw2wuudqn5","cmnfmlahq00azjxxwprqgnnqh","5","lemon juice","646.00"
"cmnfmlahq00b6jxxwcpfvec4g","cmnfmlahq00azjxxwprqgnnqh","6","Soy Sauce","1145.00"
"cmnfmlaoo00b8jxxwczgnhffw","cmnfmlaoo00b7jxxwas9to9e5","0","kabuli miso","653.00"
"cmnfmlaoo00b9jxxwtp7j48ew","cmnfmlaoo00b7jxxwas9to9e5","1","lemon ginger juice","1023.00"
"cmnfmlaoo00bajxxw3ac93dn4","cmnfmlaoo00b7jxxwas9to9e5","2","mixed miso","1703.00"
"cmnfmlaoo00bbjxxwwe10j3lx","cmnfmlaoo00b7jxxwas9to9e5","3","lemon ginger juice","297.00"
"cmnfmlaoo00bcjxxw9f3sxold","cmnfmlaoo00b7jxxwas9to9e5","4","Aigamo rice","698.00"
"cmnfmlaoo00bdjxxwuavmfavx","cmnfmlaoo00b7jxxwas9to9e5","5","Moringa powder","534.00"
"cmnfmlaun00bfjxxw7sr06cli","cmnfmlaun00bejxxwxmizgq61","0","mixed miso","659.00"
"cmnfmlaun00bgjxxwx9485lpr","cmnfmlaun00bejxxwxmizgq61","1","Moringa powder","358.00"
"cmnfmlaun00bhjxxw3sj96m52","cmnfmlaun00bejxxwxmizgq61","2","Moringa Salt","1480.00"
"cmnfmlaun00bijxxwvzc7wv6c","cmnfmlaun00bejxxwxmizgq61","3","lemon juice","520.00"
"cmnfmlaun00bjjxxwyp12k9nd","cmnfmlaun00bejxxwxmizgq61","4","lemon ginger juice","1157.00"
"cmnfmlb0k00bljxxwe9fmh1no","cmnfmlb0k00bkjxxwla49j4hf","0","lemon juice","535.00"
"cmnfmlb0k00bmjxxwyu3desga","cmnfmlb0k00bkjxxwla49j4hf","1","soy miso","809.00"
"cmnfmlb0k00bnjxxwv7gr7jlt","cmnfmlb0k00bkjxxwla49j4hf","2","Aigamo rice","748.00"
"cmnfmlb0k00bojxxw4cfupzim","cmnfmlb0k00bkjxxwla49j4hf","3","Moringa Salt","605.00"
"cmnfmlb6900bqjxxwky7kwob4","cmnfmlb6900bpjxxwt0xfvarg","0","kabuli miso","774.00"
"cmnfmlbc400bsjxxwazfdlzl1","cmnfmlbc400brjxxwwurt8dza","0","Brown Aigamo Rice","899.00"
"cmnfmlbc400btjxxwds7xdw43","cmnfmlbc400brjxxwwurt8dza","1","mixed miso","761.00"
"cmngy87vr0001l204nrnf57pr","cmngy87vq0000l204g9xwgcy2","0","Aigamo Rice","2545.00"
"cmott6hdh0001la04irh0v0xw","cmott6hdf0000la04kqcsw461","0","Mix miso","350.00"
"cmott6hdh0002la046jk5wbfh","cmott6hdf0000la04kqcsw461","1","Lemon juice","180.00"
"cmott6iqf0004la045xaut6kj","cmott6iqf0003la04wio3qqys","0","Lemon juice","250.00"
"cmott6jmy0006la04ydtovh5t","cmott6jmy0005la04o8xtkqwi","0","Lemon juice","250.00"
"cmott6l7w000cla04hs16l1cz","cmott6l7w000bla04jmwlwcbx","0","Soy miso","400.00"
"cmott6lwb000ela04qyodfprk","cmott6lwb000dla04kphool54","0","Japanese rice","700.00"
"cmott6lwb000fla041r3vx0re","cmott6lwb000dla04kphool54","1","Lemon Ginger juice","300.00"
"cmott6lwb000gla0412swzl4b","cmott6lwb000dla04kphool54","2","Mix miso","450.00"
"cmott6mkr000ila04low3jcgm","cmott6mkr000hla04ut36lng6","0","Mix miso","450.00"
"cmott6om6000qla04si02s8a2","cmott6om6000pla04s4zssr08","0","Mix miso","450.00"
"cmott6om6000rla04rmzmatrt","cmott6om6000pla04s4zssr08","1","Kabuli miso","450.00"
"cmott6om6000sla04vbjfs8pt","cmott6om6000pla04s4zssr08","2","Soy miso","500.00"
"cmott6pz0000wla04fktmogzl","cmott6pz0000vla04aln6okw9","0","Lemon juice","180.00"
"cmott6pz0000xla04ho8w4li8","cmott6pz0000vla04aln6okw9","1","Kabuli miso","450.00"
"cmott6qo5000zla04y2tje2wd","cmott6qo5000yla04etqwvw67","0","Soy miso","400.00"
"cmott6qo50010la04s3y594iz","cmott6qo5000yla04etqwvw67","1","Lemon Ginger juice","220.00"
"cmott6qo50011la04ykb4hxvp","cmott6qo5000yla04etqwvw67","2","Lemon juice","250.00"
"cmott6rck0013la04223h8trx","cmott6rck0012la044cnptxq3","0","Mix miso","705.00"
"cmott8e6c0000jp04ma8749fl","cmott6kbd0007la04d3qiz5bl","0","Mix miso","450.00"
"cmott8e6c0001jp04cacivndl","cmott6kbd0007la04d3qiz5bl","1","Soy miso","500.00"
"cmott8e6c0002jp045ll2h22y","cmott6kbd0007la04d3qiz5bl","2","Moringa powder","350.00"
"cmott8obc0003jp04792j4ypr","cmott6n98000jla04786pph8r","0","Soy miso","300.00"
"cmott8obc0004jp04m68g6haz","cmott6n98000jla04786pph8r","1","Lemon Ginger juice","220.00"
"cmott8obc0005jp0468rbw2yv","cmott6n98000jla04786pph8r","2","Soy miso","300.00"
"cmott8z4p0006jp04ve97obz5","cmott6nxq000nla04enenqnqs","0","Soy miso","500.00"
"cmott9wqt0000l8041au8oif7","cmott6pam000tla04zi5z9o7r","0","Lemon juice","250.00"
